scenario_label,observed_action,relationship_condition,alt_idx,action_text,is_share
gala,action_2,50,6,Elena asks Todd to pour a small amount of his drink into her glass for her to try,1
gala,action_2,50,7,They take a photo of their drinks together but don't share,1
gala,action_2,50,8,Elena and Todd ignore each other's drinks and focus on conversation,0
gala,action_2,50,9,They order the same drink and compare notes as they drink,1
gala,action_2,75,0,Elena orders without asking,0
gala,action_2,75,1,Todd describes drinks but Elena doesn't try any,0
gala,action_2,75,2,Elena and Todd exchange glasses completely,1
gala,action_2,75,3,They ask each other questions but don't share drinks,0
gala,action_2,75,4,Elena and Todd order the same drink to compare,1
gala,action_2,75,5,Elena tries Todd's drink from a separate glass,1
gala,action_2,75,6,"Todd doesn't share what he ordered, Elena orders blindly",0
gala,action_2,75,7,Elena and Todd discuss drinks but neither tries the other's,0
gala,action_2,75,8,"They decide to share a single drink together, taking turns",1
gala,action_2,100,0,Elena and Todd order the same drink to share,1
gala,action_2,100,1,"Elena orders her drink and Todd orders his, but they don't try each other's",0
gala,action_2,100,2,"Elena asks Todd to describe his drink in detail, but they don't taste each other's",0
gala,action_2,100,3,"Todd offers Elena a sip of his drink, but she declines",0
gala,action_2,100,4,Elena and Todd pour a small amount of each other's drinks into a new glass to create a shared taste test,1
gala,action_2,100,5,"Elena and Todd take turns ordering for each other, without tasting the other's drink",0
gala,action_2,100,6,Elena and Todd decide to stick to their own drinks and don't discuss or taste each other's,0
gala,action_2,100,7,"Elena and Todd use separate glasses to taste each other's drinks, to avoid direct contact",1
gala,action_2,100,8,Elena asks the bartender to create a custom drink that combines elements of both their orders,1
gala,action_3,0,0,Elena orders without asking Todd for input,0
gala,action_3,0,1,Todd describes his drink but Elena doesn't try it,0
gala,action_3,0,2,Elena and Todd exchange glasses to try each other's drinks,1
gala,action_3,0,3,They ask the bartender for a sample of each other's drink,1
gala,action_3,0,4,Elena and Todd discuss their drinks but don't try each other's,0
gala,action_3,0,5,"Todd doesn't share what he ordered, Elena orders on her own",0
gala,action_3,0,6,Elena and Todd use separate glasses to taste each other's drinks,1
gala,action_3,0,7,They decide to order a different drink to share together,1
gala,action_3,0,8,Elena and Todd ignore each other's drink choices,0
gala,action_3,50,0,Elena orders her drink without asking Todd for input,0
gala,action_3,50,1,"Todd tells Elena about the seasonal drinks, but they don't try each other's",0
gala,action_3,50,2,Elena and Todd decide to split a drink to share together,1
gala,action_3,50,3,They ask the bartender for a sample of each other's drink to try,1
gala,action_3,50,4,"Elena and Todd sit at the bar and order separately, not discussing their choices",0
gala,action_3,50,5,"Todd offers Elena a sip of his drink, but from a separate glass",1
gala,action_3,50,6,"They don't drink at the gala, opting for water or other non-alcoholic beverages instead",0
gala,action_3,50,7,"Elena and Todd take a photo of their drinks together, but don't try each other's",1
gala,action_3,50,8,"They discuss the ingredients and recipes of their drinks, but don't taste each other's",1
gala,action_3,75,0,Elena orders her drink without asking Todd for recommendations,0
gala,action_3,75,1,"Todd describes his drink to Elena, but they don't try each other's drinks",0
gala,action_3,75,2,Elena and Todd exchange glasses and drink from each other's,1
gala,action_3,75,3,They ask the bartender to split each of their drinks into two smaller glasses to taste,1
gala,action_3,75,4,Elena and Todd decide to order the same drink to compare notes,1
gala,action_3,75,5,Todd offers Elena a sip from his glass using a straw or pourer to avoid contact,1
gala,action_3,75,6,Elena and Todd take a photo of their drinks to show each other without tasting,1
gala,action_3,75,7,Elena orders her drink and Todd doesn't comment or show interest in hers,0
gala,action_3,75,8,They decide not to order drinks at all and instead focus on the gala's other activities,0
gala,action_3,100,0,"Elena orders without asking Todd, and they drink their own drinks separately",0
gala,action_3,100,1,"Todd describes his drink to Elena, but they do not try each other's drinks",0
gala,action_3,100,2,Elena and Todd decide to order the same drink to share the experience,1
gala,action_3,100,3,They ask the bartender to create a new drink by mixing their two orders together,1
gala,action_3,100,4,Elena and Todd pour a small amount of their drinks into a new glass to create a shared sample,1
gala,action_3,100,5,"Todd offers Elena a sip of his drink from a separate, clean glass",1
gala,action_3,100,6,They decide not to order drinks at all and focus on the gala's other activities,0
gala,action_3,100,7,"Elena and Todd choose to sit at separate tables, ordering and drinking their own drinks independently",0
gala,action_3,100,8,"They discuss the drink menu, but only one of them orders a drink, and the other does not try it",0
hike,action_0,0,0,"Tony and Alvin sit together and Alvin offers some of his snacks to Tony, and they eat together",1
hike,action_0,0,1,Alvin accepts Tony's offer and they split the sandwich,1
hike,action_0,0,2,"Tony eats his sandwich while Alvin eats his own snacks, but they discuss their food choices",0
hike,action_0,0,3,Tony and Alvin decide to combine their snacks and make a communal snack platter,1
hike,action_0,0,4,"Alvin declines the sandwich offer, but offers to trade one of his energy bars for a half sandwich",1
hike,action_0,0,5,Tony decides not to eat and instead just chats with Alvin while he eats his snacks,0
hike,action_0,0,6,"Alvin asks Tony about the ingredients in his sandwich, and Tony tells him, but they don't share food",0
hike,action_0,0,7,"Tony suggests they take a break, but doesn't offer any food, and Alvin eats his own snacks silently",0
hike,action_0,0,8,Tony and Alvin decide to forego snacks and just continue hiking,0
hike,action_0,50,0,Tony eats the sandwich without offering any to Alvin,0
hike,action_0,50,1,Alvin accepts Tony's offer and they share the sandwich,1
hike,action_0,50,2,"Alvin offers some of his snacks to Tony in return, and they eat together",1
hike,action_0,50,3,They decide to combine their snacks and make a joint meal,1
hike,action_0,50,4,Tony puts the sandwich away and they both eat their own snacks separately,0
hike,action_0,50,5,"Alvin asks Tony to save him some of the sandwich for later, and Tony agrees",1
hike,action_0,50,6,They take a break but neither of them eats anything,0
hike,action_0,50,7,Tony suggests they find a restaurant or store to buy food together,1
hike,action_0,50,8,Alvin brings out one of his energy bars and they take turns eating from it,1
hike,action_0,75,0,Tony eats the sandwich without offering any to Alvin,0
hike,action_0,75,1,Alvin asks Tony if he can have the whole sandwich,0
hike,action_0,75,2,Tony and Alvin decide to combine their snacks and make a shared plate,1
hike,action_0,75,3,Alvin accepts Tony's offer and they split the sandwich,1
hike,action_0,75,4,Tony suggests they take turns eating their respective snacks,0
hike,action_0,75,5,Alvin offers to trade one of his energy bars for half of Tony's sandwich,1
hike,action_0,75,6,They decide to wait until they reach the bottom of the mountain to eat,0
hike,action_0,75,7,Tony tears his sandwich into smaller pieces and they both eat from the same hand,1
hike,action_0,75,8,Alvin pulls out one of his own snacks and they eat together but from their own food,0
hike,action_0,100,0,"Tony and Alvin swap snacks, exchanging the sandwich for an energy bar",1
hike,action_0,100,1,Alvin accepts Tony's offer and takes a bite of the sandwich,1
hike,action_0,100,2,Tony and Alvin decide to combine their snacks and make a new creation together,1
hike,action_0,100,3,"Alvin asks Tony to save him some of the sandwich for later, and Tony agrees",1
hike,action_0,100,4,"Tony eats his sandwich while Alvin eats his energy bar, but they sit close together",0
hike,action_0,100,5,They decide to save their snacks for later and continue hiking,0
hike,action_0,100,6,"Tony puts his sandwich away, deciding not to eat in front of Alvin",0
hike,action_0,100,7,"Alvin offers to buy Tony a new snack from a nearby vending machine, and Tony accepts",1
hike,action_0,100,8,"Tony suggests they stop at a nearby cafe to buy snacks, and they go together",1
hike,action_0,100,9,"Alvin tells Tony about his favorite hiking snack, and Tony offers to get some for their next hike",1
hike,action_1,0,0,Tony eats the entire sandwich himself,0
hike,action_1,0,1,Tony and Alvin buy snacks from a nearby vendor,0
hike,action_1,0,2,Alvin offers Tony one of his energy bars instead,1
hike,action_1,0,3,They decide to wait until they reach the bottom of the mountain to eat,0
hike,action_1,0,4,Tony tears the sandwich in half with his hands and hands one half to Alvin,1
hike,action_1,0,5,"Tony tells Alvin he can have the entire sandwich, and Tony will eat one of Alvin's energy bars",1
hike,action_1,0,6,Alvin declines Tony's offer and they eat their own snacks separately,0
hike,action_1,0,7,They take turns taking small bites of the sandwich,1
hike,action_1,0,8,"Tony wraps the sandwich back up and puts it away, suggesting they find a restaurant for lunch",0
hike,action_1,50,0,Tony eats the entire sandwich himself,0
hike,action_1,50,1,Tony and Alvin decide to wait until they get back to town to eat,0
hike,action_1,50,2,Alvin offers one of his energy bars to Tony instead,1
hike,action_1,50,3,Tony tears the sandwich in half with his hands and hands one half to Alvin,1
hike,action_1,50,4,Tony suggests they combine their snacks and make a communal pile to pick from,1
